building_id,month,excel_mwh,media
B201,2026-01,12050.160000000034,EL
B201,2026-02,10601.054999999935,EL
B201,2026-03,11421.474000000046,EL
B201,2026-04,382.5089999999618,EL
B201,2026-05,0.0,EL
B201,2026-06,0.0,EL
B201,2026-07,0.0,EL
B201,2026-08,0.0,EL
B201,2026-09,0.0,EL
B201,2026-10,0.0,EL
B201,2026-11,0.0,EL
B201,2026-12,0.0,EL
B202,2026-01,2257.9919999999984,EL
B202,2026-02,4972.610000000001,EL
B202,2026-03,1864.3589999999967,EL
B202,2026-04,50.175999999999476,EL
B202,2026-05,0.0,EL
B202,2026-06,0.0,EL
B202,2026-07,0.0,EL
B202,2026-08,0.0,EL
B202,2026-09,0.0,EL
B202,2026-10,0.0,EL
B202,2026-11,0.0,EL
B202,2026-12,0.0,EL
B203,2026-01,3610.369000000006,EL
B203,2026-02,7800.011999999988,EL
B203,2026-03,4428.528000000049,EL
B203,2026-04,146.09599999996135,EL
B203,2026-05,0.0,EL
B203,2026-06,0.0,EL
B203,2026-07,0.0,EL
B203,2026-08,0.0,EL
B203,2026-09,0.0,EL
B203,2026-10,0.0,EL
B203,2026-11,0.0,EL
B203,2026-12,0.0,EL
B204,2026-01,1930.6267499999958,EL
B204,2026-02,1731.2834999999977,EL
B204,2026-03,1870.8307499999937,EL
B204,2026-04,67.05750000000262,EL
B204,2026-05,0.0,EL
B204,2026-06,0.0,EL
B204,2026-07,0.0,EL
B204,2026-08,0.0,EL
B204,2026-09,0.0,EL
B204,2026-10,0.0,EL
B204,2026-11,0.0,EL
B204,2026-12,0.0,EL
B205,2026-01,643.5422499999986,EL
B205,2026-02,577.0944999999992,EL
B205,2026-03,623.6102499999979,EL
B205,2026-04,22.352500000000877,EL
B205,2026-05,0.0,EL
B205,2026-06,0.0,EL
B205,2026-07,0.0,EL
B205,2026-08,0.0,EL
B205,2026-09,0.0,EL
B205,2026-10,0.0,EL
B205,2026-11,0.0,EL
B205,2026-12,0.0,EL
B207,2026-01,16097.921000000088,EL
B207,2026-02,14892.08700000006,EL
B207,2026-03,16797.305999999866,EL
B207,2026-04,544.9930000000169,EL
B207,2026-05,0.0,EL
B207,2026-06,0.0,EL
B207,2026-07,0.0,EL
B207,2026-08,0.0,EL
B207,2026-09,0.0,EL
B207,2026-10,0.0,EL
B207,2026-11,0.0,EL
B207,2026-12,0.0,EL
B209,2026-01,15243.571499999984,EL
B209,2026-02,14787.747999999985,EL
B209,2026-03,12113.087500000018,EL
B209,2026-04,406.5755000000063,EL
B209,2026-05,0.0,EL
B209,2026-06,0.0,EL
B209,2026-07,0.0,EL
B209,2026-08,0.0,EL
B209,2026-09,0.0,EL
B209,2026-10,0.0,EL
B209,2026-11,0.0,EL
B209,2026-12,0.0,EL
B216,2026-01,70995.04500000022,EL
B216,2026-02,66022.68999999987,EL
B216,2026-03,71982.05299999993,EL
B216,2026-04,2419.0470000000323,EL
B216,2026-05,0.0,EL
B216,2026-06,0.0,EL
B216,2026-07,0.0,EL
B216,2026-08,0.0,EL
B216,2026-09,0.0,EL
B216,2026-10,0.0,EL
B216,2026-11,0.0,EL
B216,2026-12,0.0,EL
B217,2026-01,60821.62400000023,EL
B217,2026-02,55032.19499999949,EL
B217,2026-03,60931.902000000526,EL
B217,2026-04,1986.7419999999038,EL
B217,2026-05,0.0,EL
B217,2026-06,0.0,EL
B217,2026-07,0.0,EL
B217,2026-08,0.0,EL
B217,2026-09,0.0,EL
B217,2026-10,0.0,EL
B217,2026-11,0.0,EL
B217,2026-12,0.0,EL
B228,2026-01,0.0,EL
B228,2026-02,0.0,EL
B228,2026-03,0.0,EL
B228,2026-04,0.0,EL
B228,2026-05,0.0,EL
B228,2026-06,0.0,EL
B228,2026-07,0.0,EL
B228,2026-08,0.0,EL
B228,2026-09,0.0,EL
B228,2026-10,0.0,EL
B228,2026-11,0.0,EL
B228,2026-12,0.0,EL
B301,2026-01,0.0,EL
B301,2026-02,0.0,EL
B301,2026-03,0.0,EL
B301,2026-04,0.0,EL
B301,2026-05,0.0,EL
B301,2026-06,0.0,EL
B301,2026-07,0.0,EL
B301,2026-08,0.0,EL
B301,2026-09,0.0,EL
B301,2026-10,0.0,EL
B301,2026-11,0.0,EL
B301,2026-12,0.0,EL
B302,2026-01,1956.7690000000002,EL
B302,2026-02,2370.271999999997,EL
B302,2026-03,2495.2730000000156,EL
B302,2026-04,80.77599999998347,EL
B302,2026-05,0.0,EL
B302,2026-06,0.0,EL
B302,2026-07,0.0,EL
B302,2026-08,0.0,EL
B302,2026-09,0.0,EL
B302,2026-10,0.0,EL
B302,2026-11,0.0,EL
B302,2026-12,0.0,EL
B303,2026-01,38954.06700000004,EL
B303,2026-02,42974.7350000001,EL
B303,2026-03,50414.517,EL
B303,2026-04,2165.9769999999553,EL
B303,2026-05,0.0,EL
B303,2026-06,0.0,EL
B303,2026-07,0.0,EL
B303,2026-08,0.0,EL
B303,2026-09,0.0,EL
B303,2026-10,0.0,EL
B303,2026-11,0.0,EL
B303,2026-12,0.0,EL
B304,2026-01,4477.0,EL
B304,2026-02,4072.0,EL
B304,2026-03,4260.0,EL
B304,2026-04,142.00000000000003,EL
B304,2026-05,0.0,EL
B304,2026-06,0.0,EL
B304,2026-07,0.0,EL
B304,2026-08,0.0,EL
B304,2026-09,0.0,EL
B304,2026-10,0.0,EL
B304,2026-11,0.0,EL
B304,2026-12,0.0,EL
B305,2026-01,108370.89099999996,EL
B305,2026-02,98473.08799999979,EL
B305,2026-03,109073.28700000014,EL
B305,2026-04,3810.876000000166,EL
B305,2026-05,0.0,EL
B305,2026-06,0.0,EL
B305,2026-07,0.0,EL
B305,2026-08,0.0,EL
B305,2026-09,0.0,EL
B305,2026-10,0.0,EL
B305,2026-11,0.0,EL
B305,2026-12,0.0,EL
B307,2026-01,179217.7790000002,EL
B307,2026-02,170738.25400000007,EL
B307,2026-03,189122.61099999986,EL
B307,2026-04,6294.147999999941,EL
B307,2026-05,0.0,EL
B307,2026-06,0.0,EL
B307,2026-07,0.0,EL
B307,2026-08,0.0,EL
B307,2026-09,0.0,EL
B307,2026-10,0.0,EL
B307,2026-11,0.0,EL
B307,2026-12,0.0,EL
B308,2026-01,243145.14725000015,EL
B308,2026-02,218089.951625,EL
B308,2026-03,230682.56949999975,EL
B308,2026-04,7670.662500000326,EL
B308,2026-05,0.0,EL
B308,2026-06,0.0,EL
B308,2026-07,0.0,EL
B308,2026-08,0.0,EL
B308,2026-09,0.0,EL
B308,2026-10,0.0,EL
B308,2026-11,0.0,EL
B308,2026-12,0.0,EL
B309,2026-01,0.0,EL
B309,2026-02,0.0,EL
B309,2026-03,0.0,EL
B309,2026-04,0.0,EL
B309,2026-05,0.0,EL
B309,2026-06,0.0,EL
B309,2026-07,0.0,EL
B309,2026-08,0.0,EL
B309,2026-09,0.0,EL
B309,2026-10,0.0,EL
B309,2026-11,0.0,EL
B309,2026-12,0.0,EL
B310,2026-01,225233.53546666665,EL
B310,2026-02,206224.70773333326,EL
B310,2026-03,225558.3686889526,EL
B310,2026-04,6123.205591666677,EL
B310,2026-05,0.0,EL
B310,2026-06,0.0,EL
B310,2026-07,0.0,EL
B310,2026-08,0.0,EL
B310,2026-09,0.0,EL
B310,2026-10,0.0,EL
B310,2026-11,0.0,EL
B310,2026-12,0.0,EL
B311,2026-01,334462.5573333331,EL
B311,2026-02,311271.32516666694,EL
B311,2026-03,320742.4069779052,EL
B311,2026-04,11101.094583333563,EL
B311,2026-05,0.0,EL
B311,2026-06,0.0,EL
B311,2026-07,0.0,EL
B311,2026-08,0.0,EL
B311,2026-09,0.0,EL
B311,2026-10,0.0,EL
B311,2026-11,0.0,EL
B311,2026-12,0.0,EL
B312,2026-01,12938.972000000005,EL
B312,2026-02,12287.339900000003,EL
B312,2026-03,12601.635050000006,EL
B312,2026-04,416.45324999999355,EL
B312,2026-05,0.0,EL
B312,2026-06,0.0,EL
B312,2026-07,0.0,EL
B312,2026-08,0.0,EL
B312,2026-09,0.0,EL
B312,2026-10,0.0,EL
B312,2026-11,0.0,EL
B312,2026-12,0.0,EL
B313,2026-01,14400.096600000019,EL
B313,2026-02,13564.033799999987,EL
B313,2026-03,14531.520799999997,EL
B313,2026-04,484.5094000000074,EL
B313,2026-05,0.0,EL
B313,2026-06,0.0,EL
B313,2026-07,0.0,EL
B313,2026-08,0.0,EL
B313,2026-09,0.0,EL
B313,2026-10,0.0,EL
B313,2026-11,0.0,EL
B313,2026-12,0.0,EL
B314,2026-01,13693.34699999995,EL
B314,2026-02,12531.51900000003,EL
B314,2026-03,12963.173999999999,EL
B314,2026-04,435.84700000000885,EL
B314,2026-05,0.0,EL
B314,2026-06,0.0,EL
B314,2026-07,0.0,EL
B314,2026-08,0.0,EL
B314,2026-09,0.0,EL
B314,2026-10,0.0,EL
B314,2026-11,0.0,EL
B314,2026-12,0.0,EL
B315,2026-01,2774.347999999998,EL
B315,2026-02,2610.1880000000237,EL
B315,2026-03,2742.770999999979,EL
B315,2026-04,84.13200000001234,EL
B315,2026-05,0.0,EL
B315,2026-06,0.0,EL
B315,2026-07,0.0,EL
B315,2026-08,0.0,EL
B315,2026-09,0.0,EL
B315,2026-10,0.0,EL
B315,2026-11,0.0,EL
B315,2026-12,0.0,EL
B316,2026-01,0.0,EL
B316,2026-02,0.0,EL
B316,2026-03,0.0,EL
B316,2026-04,0.0,EL
B316,2026-05,0.0,EL
B316,2026-06,0.0,EL
B316,2026-07,0.0,EL
B316,2026-08,0.0,EL
B316,2026-09,0.0,EL
B316,2026-10,0.0,EL
B316,2026-11,0.0,EL
B316,2026-12,0.0,EL
B317,2026-01,62941.46799999991,EL
B317,2026-02,134117.5249999999,EL
B317,2026-03,152169.60700000008,EL
B317,2026-04,5342.719999999974,EL
B317,2026-05,0.0,EL
B317,2026-06,0.0,EL
B317,2026-07,0.0,EL
B317,2026-08,0.0,EL
B317,2026-09,0.0,EL
B317,2026-10,0.0,EL
B317,2026-11,0.0,EL
B317,2026-12,0.0,EL
B318,2026-01,124906.26599999951,EL
B318,2026-02,115770.05700000108,EL
B318,2026-03,126393.7769999991,EL
B318,2026-04,4312.584000000916,EL
B318,2026-05,0.0,EL
B318,2026-06,0.0,EL
B318,2026-07,0.0,EL
B318,2026-08,0.0,EL
B318,2026-09,0.0,EL
B318,2026-10,0.0,EL
B318,2026-11,0.0,EL
B318,2026-12,0.0,EL
B319,2026-01,9536.516000000005,EL
B319,2026-02,8909.101000000024,EL
B319,2026-03,6909.82699999999,EL
B319,2026-04,200.44000000000233,EL
B319,2026-05,0.0,EL
B319,2026-06,0.0,EL
B319,2026-07,0.0,EL
B319,2026-08,0.0,EL
B319,2026-09,0.0,EL
B319,2026-10,0.0,EL
B319,2026-11,0.0,EL
B319,2026-12,0.0,EL
B320,2026-01,0.0,EL
B320,2026-02,0.0,EL
B320,2026-03,0.0,EL
B320,2026-04,0.0,EL
B320,2026-05,0.0,EL
B320,2026-06,0.0,EL
B320,2026-07,0.0,EL
B320,2026-08,0.0,EL
B320,2026-09,0.0,EL
B320,2026-10,0.0,EL
B320,2026-11,0.0,EL
B320,2026-12,0.0,EL
B322,2026-01,0.0,EL
B322,2026-02,0.0,EL
B322,2026-03,0.0,EL
B322,2026-04,0.0,EL
B322,2026-05,0.0,EL
B322,2026-06,0.0,EL
B322,2026-07,0.0,EL
B322,2026-08,0.0,EL
B322,2026-09,0.0,EL
B322,2026-10,0.0,EL
B322,2026-11,0.0,EL
B322,2026-12,0.0,EL
B323,2026-01,0.0,EL
B323,2026-02,0.0,EL
B323,2026-03,0.0,EL
B323,2026-04,0.0,EL
B323,2026-05,0.0,EL
B323,2026-06,0.0,EL
B323,2026-07,0.0,EL
B323,2026-08,0.0,EL
B323,2026-09,0.0,EL
B323,2026-10,0.0,EL
B323,2026-11,0.0,EL
B323,2026-12,0.0,EL
B324,2026-01,0.0,EL
B324,2026-02,0.0,EL
B324,2026-03,0.0,EL
B324,2026-04,0.0,EL
B324,2026-05,0.0,EL
B324,2026-06,0.0,EL
B324,2026-07,0.0,EL
B324,2026-08,0.0,EL
B324,2026-09,0.0,EL
B324,2026-10,0.0,EL
B324,2026-11,0.0,EL
B324,2026-12,0.0,EL
B325,2026-01,217592.0695,EL
B325,2026-02,192645.5685,EL
B325,2026-03,200366.635,EL
B325,2026-04,9716.001,EL
B325,2026-05,0.0,EL
B325,2026-06,0.0,EL
B325,2026-07,0.0,EL
B325,2026-08,0.0,EL
B325,2026-09,0.0,EL
B325,2026-10,0.0,EL
B325,2026-11,0.0,EL
B325,2026-12,0.0,EL
B326,2026-01,84369.37799999956,EL
B326,2026-02,83143.51499999978,EL
B326,2026-03,93947.58300000033,EL
B326,2026-04,3604.922000000603,EL
B326,2026-05,0.0,EL
B326,2026-06,0.0,EL
B326,2026-07,0.0,EL
B326,2026-08,0.0,EL
B326,2026-09,0.0,EL
B326,2026-10,0.0,EL
B326,2026-11,0.0,EL
B326,2026-12,0.0,EL
B327,2026-01,51178.157999999836,EL
B327,2026-02,46596.75100000007,EL
B327,2026-03,51588.9850000001,EL
B327,2026-04,1767.921999999926,EL
B327,2026-05,0.0,EL
B327,2026-06,0.0,EL
B327,2026-07,0.0,EL
B327,2026-08,0.0,EL
B327,2026-09,0.0,EL
B327,2026-10,0.0,EL
B327,2026-11,0.0,EL
B327,2026-12,0.0,EL
B328,2026-01,1190.9180000000053,EL
