meter_id,name,building_id,media_type_id,is_virtual_meter,identifier,valid_from,valid_to
B313.T26S-3-28, EL meter T26S-3-28,,EL,False,snowflake=B313.T26S-3-28; strux=B313.T26S-3-28,,
B313.T26S-3-32,314 EL meter T26S-3-32,B314,EL,False,snowflake=B313.T26S-3-32; strux=B313.T26S-3-32,,
B317.T49, EL meter T49,,EL,False,snowflake=B317.T49; strux=B317.T49,,
B317.T49-3-9, EL meter T49-3-9,,EL,False,snowflake=B317.T49-3-9; strux=B317.T49-3-9,,
B317.T49-4-2,314 EL meter T49-4-2,B314,EL,False,snowflake=B317.T49-4-2; strux=B317.T49-4-2,,
B317.T49-4-3,303 EL meter T49-4-3,B303,EL,False,snowflake=B317.T49-4-3; strux=B317.T49-4-3,,
B317.T49-4-4, EL meter T49-4-4,,EL,False,snowflake=B317.T49-4-4; strux=B317.T49-4-4,,
B317.T49-4-6, EL meter T49-4-6,,EL,False,snowflake=B317.T49-4-6; strux=B317.T49-4-6,,
B317.T49-4-7, EL meter T49-4-7,,EL,False,snowflake=B317.T49-4-7; strux=B317.T49-4-7,,
B317.T49-4-9, EL meter T49-4-9,,EL,False,snowflake=B317.T49-4-9; strux=B317.T49-4-9,,
B317.T49-5-1, EL meter T49-5-1,,EL,False,snowflake=B317.T49-5-1; strux=B317.T49-5-1,,
B317.T49-5-2, EL meter T49-5-2,,EL,False,snowflake=B317.T49-5-2; strux=B317.T49-5-2,,
B317.T49-5-5,314 EL meter T49-5-5,B314,EL,False,snowflake=B317.T49-5-5; strux=B317.T49-5-5,,
B317.T49-5-6, EL meter T49-5-6,,EL,False,snowflake=B317.T49-5-6; strux=B317.T49-5-6,,
B317.T49-5-7, EL meter T49-5-7,,EL,False,snowflake=B317.T49-5-7; strux=B317.T49-5-7,,
B317.T49-5-9, EL meter T49-5-9,,EL,False,snowflake=B317.T49-5-9; strux=B317.T49-5-9,,
B318.T21-6-2-A, EL meter T21-6-2-A,,EL,False,snowflake=B318.T21-6-2-A; strux=B318.T21-6-2-A,,
B324.T14-4-1,325 EL meter T14-4-1,B325,EL,False,snowflake=B324.T14-4-1; strux=B324.T14-4-1,,
B325.T12,325 EL meter T12,B325,EL,False,snowflake=B325.T12; strux=B325.T12,,
B325.T13,325 EL meter T13,B325,EL,False,snowflake=B325.T13; strux=B325.T13,,
B328.T19-3-1,327 EL meter T19-3-1,B327,EL,False,snowflake=B328.T19-3-1; strux=B328.T19-3-1,,
B328.T19-3-3,328 EL meter T19-3-3,B328,EL,False,snowflake=B328.T19-3-3; strux=B328.T19-3-3,,
B328.T19-3-4, EL meter T19-3-4,,EL,False,snowflake=B328.T19-3-4; strux=B328.T19-3-4,,
B328.T19-4-2, EL meter T19-4-2,,EL,False,snowflake=B328.T19-4-2; strux=B328.T19-4-2,,
B328.T19-5-1,326 EL meter T19-5-1,B326,EL,False,snowflake=B328.T19-5-1; strux=B328.T19-5-1,,
B328.T20-2-1,327 EL meter T20-2-1,B327,EL,False,snowflake=B328.T20-2-1; strux=B328.T20-2-1,,
B328.T20-2-4,353 EL meter T20-2-4,B353,EL,False,snowflake=B328.T20-2-4; strux=B328.T20-2-4,,
B328.T20-3-1, EL meter T20-3-1,,EL,False,snowflake=B328.T20-3-1; strux=B328.T20-3-1,,
B328.T20-4-1,326 EL meter T20-4-1,B326,EL,False,snowflake=B328.T20-4-1; strux=B328.T20-4-1,,
B330.T30,330 EL meter T30,B330,EL,False,snowflake=B330.T30; strux=B330.T30,,
B330.T36,330 EL meter T36,B330,EL,False,snowflake=B330.T36; strux=B330.T36,,
B330.T37,330 EL meter T37,B330,EL,False,snowflake=B330.T37; strux=B330.T37,,
B330.T64,330 EL meter T64,B330,EL,False,snowflake=B330.T64; strux=B330.T64,,
B330.T65,330 EL meter T65,B330,EL,False,snowflake=B330.T65; strux=B330.T65,,
B334.T87,334 EL meter T87,B334,EL,False,snowflake=B334.T87_1_1; strux=B334.T87,,
B334.T87-5-2, EL meter T87-5-2,,EL,False,snowflake=B334.T87_5_2; strux=B334.T87-5-2,,
B334.T88,334 EL meter T88,B334,EL,False,snowflake=B334.T88_1_1; strux=B334.T88,,
B334.T88-4-2, EL meter T88-4-2,,EL,False,snowflake=B334.T88_4_2; strux=B334.T88-4-2,,
B334.T89,334 EL meter T89,B334,EL,False,snowflake=B334.T89_1_1; strux=B334.T89,,
B334.T91,334 EL meter T91,B334,EL,False,snowflake=B334.T91_1_1; strux=B334.T91,,
B334.T92,334 EL meter T92,B334,EL,False,snowflake=B334.T92_1_1; strux=B334.T92,,
B336.T40-3-1,304 EL meter T40-3-1,B304,EL,False,strux=B336.T40-3-1,,
B337.T43,337 EL meter T43,B337,EL,False,snowflake=B337.T43; strux=B337.T43,,
B337.T44,337 EL meter T44,B337,EL,False,snowflake=B337.T44; strux=B337.T44,,
B339.T71-1,339 EL meter T71-1,B339,EL,False,snowflake=B339.T71-1; strux=B339.T71-1,,
B339.T72-1,339 EL meter T72-1,B339,EL,False,snowflake=B339.T72-1; strux=B339.T72-1,,
B339.T73-1,339 EL meter T73-1,B339,EL,False,snowflake=B339.T73-1; strux=B339.T73-1,,
B339.T74-1,339 EL meter T74-1,B339,EL,False,snowflake=B339.T74-1; strux=B339.T74-1,,
B339.T74-2-2,339 Kolfilter EL meter T74-2-2,B339 Kolfilter,EL,False,snowflake=B339.T74-2-2; strux=B339.T74-2-2,,
B339.T75-1,339 EL meter T75-1,B339,EL,False,snowflake=B339.T75-1; strux=B339.T75-1,,
B339.T76-1,339 EL meter T76-1,B339,EL,False,snowflake=B339.T76-1; strux=B339.T76-1,,
B339.T77-1,339 EL meter T77-1,B339,EL,False,snowflake=B339.T77-1; strux=B339.T77-1,,
B339.T77-4-5, EL meter T77-4-5,,EL,False,snowflake=B339.T77-4-5; strux=B339.T77-4-5,,
B339.T77-5-1, EL meter T77-5-1,,EL,False,snowflake=B339.T77-5-1; strux=B339.T77-5-1,,
B339.T78-1,339 EL meter T78-1,B339,EL,False,snowflake=B339.T78-1; strux=B339.T78-1,,
B339.T78-4-1, EL meter T78-4-1,,EL,False,snowflake=B339.T78-4-1; strux=B339.T78-4-1,,
B339.T78-4-2, EL meter T78-4-2,,EL,False,snowflake=B339.T78-4-2; strux=B339.T78-4-2,,
B341.T60,341 EL meter T60,B341,EL,False,snowflake=B341.T60; strux=B341.T60,,
B341.T61,341 EL meter T61,B341,EL,False,snowflake=B341.T61; strux=B341.T61,,
B341.T62,341 EL meter T62,B341,EL,False,snowflake=B341.T62; strux=B341.T62,,
B341.T63,341 EL meter T63,B341,EL,False,snowflake=B341.T63; strux=B341.T63,,
B342.T66,342 EL meter T66,B342,EL,False,snowflake=B342.T66; strux=B342.T66,,
B342.T67,342 EL meter T67,B342,EL,False,snowflake=B342.T67; strux=B342.T67,,
B360.T99-4-1,330 EL meter T99-4-1,B330,EL,False,snowflake=B360.T99-4-1; strux=B360.T99-4-1,,
B360.T99-4-2,330 EL meter T99-4-2,B330,EL,False,snowflake=B360.T99-4-2; strux=B360.T99-4-2,,
B360.T99-4-4,381 EL meter T99-4-4,B381,EL,False,snowflake=B360.T99-4-4; strux=B360.T99-4-4,,
B360.T99-4-5, EL meter T99-4-5,,EL,False,snowflake=B360.T99-4-5; strux=B360.T99-4-5,,
B360.T99-4-6,337 EL meter T99-4-6,B337,EL,False,snowflake=B360.T99-4-6; strux=B360.T99-4-6,,2025-01-01
B360.T99-7-1,330 EL meter T99-7-1,B330,EL,False,snowflake=B360.T99-7-1; strux=B360.T99-7-1,,
B371.T23-4-4,301 EL meter T23-4-4,B301,EL,False,strux=B371.T23-4-4,,
B371.T31-4-4,302 EL meter T31-4-4,B302,EL,False,strux=B371.T31-4-4,,
B371.T31-5,302 EL meter T31-5,B302,EL,False,strux=B371.T31-5,,
B204.EL_VIRT,204 EL virtual B204.EL_VIRT,B204,EL,True,,,
B205.EL_VIRT,205 EL virtual B205.EL_VIRT,B205,EL,True,,,
B310.EL_VIRT,310 EL virtual B310.EL_VIRT,B310,EL,True,,,
B311.EL_VIRT,311 EL virtual B311.EL_VIRT,B311,EL,True,,,
B312.EL_VIRT,312 EL virtual B312.EL_VIRT,B312,EL,True,,,
B313.EL_VIRT,313 EL virtual B313.EL_VIRT,B313,EL,True,,,
B317.EL_VIRT,317 EL virtual B317.EL_VIRT,B317,EL,True,,,
B312.T34_unalloc, EL virtual B312.T34_unalloc,,EL,True,,,
B392.EL_VIRT,392 EL virtual B392.EL_VIRT,B392,EL,True,,,
B344.EL_VIRT,344 EL virtual B344.EL_VIRT,B344,EL,True,,,
B318.EL_VIRT,318 EL virtual B318.EL_VIRT,B318,EL,True,,,
B305.EL_VIRT,305 EL virtual B305.EL_VIRT,B305,EL,True,,,
SNV.EL_UNALLOC, EL virtual SNV.EL_UNALLOC,,EL,True,,,
B325.T12-3-4,325 EL meter T12-3-4,,EL,False,snowflake=B325.T12-3-4; strux=B325.T12-3-4,,
B325.T13-5-6,325 EL meter T13-5-6,,EL,False,snowflake=B325.T13-5-6; strux=B325.T13-5-6,,
B325.T13-6-3,325 EL meter T13-6-3,,EL,False,snowflake=B325.T13-6-3; strux=B325.T13-6-3,,
B324.H3,324 EL meter H3,,EL,False,snowflake=B324.H3; strux=B324.H3,,
B328.T19-3-2,399 EL meter T19-3-2,,EL,False,snowflake=B328.T19-3-2; strux=B328.T19-3-2,,
B328.T20-3-2,399 EL meter T20-3-2,,EL,False,snowflake=B328.T20-3-2; strux=B328.T20-3-2,,
B201.KV1_VMM21_V,201 KALLVATTEN meter KV1_VMM21_V,B201,KALLVATTEN,False,snowflake=B201.KV1_VM21_V; strux=B201.KV1_VM21_V,,
B207.KV1_VMM21,202 KALLVATTEN meter KV1_VMM21,B202,KALLVATTEN,False,snowflake=B207.KV1_VM21; strux=B207.KV1_VM21,,
B203.KV1_VMM22_V,202 KALLVATTEN meter KV1_VMM22_V,B202,KALLVATTEN,False,snowflake=B203.KV1_VM22_V; strux=B203.KV1_VM22_V,,
B202.KV1_VMM21_V,202 KALLVATTEN meter KV1_VMM21_V,B202,KALLVATTEN,False,snowflake=B202.KV1_VM21_V; strux=B202.KV1_VM21_V,,
B202.KV1_VMM22_V, KALLVATTEN meter KV1_VMM22_V,,KALLVATTEN,False,snowflake=B202.KV1_VM22_V; strux=B202.KV1_VM22_V,,
B203.KV1_VMM21_V,203 KALLVATTEN meter KV1_VMM21_V,B203,KALLVATTEN,False,snowflake=B203.KV1_VM21_V; strux=B203.KV1_VM21_V,,
B204.KV1_VMM22_V,204 KALLVATTEN meter KV1_VMM22_V,B204,KALLVATTEN,False,snowflake=B204.KV1_VM22_V; strux=B204.KV1_VM22_V,,
B207.KV1_VMM22,207 KALLVATTEN meter KV1_VMM22,B207,KALLVATTEN,False,snowflake=B207.KV1_VM22; strux=B207.KV1_VM22,,
B216.KV1_VMM21,216 KALLVATTEN meter KV1_VMM21,B216,KALLVATTEN,False,snowflake=B216.KV1_VM21; strux=B216.KV1_VM21,,
B217.KV1_VMM24_V,217 KALLVATTEN meter KV1_VMM24_V,B217,KALLVATTEN,False,snowflake=B217.KV1_VM24_V; strux=B217.KV1_VM24_V,,
B209.KV1_VMM21_V,209 KALLVATTEN meter KV1_VMM21_V,B209,KALLVATTEN,False,snowflake=B209.KV1_VM21_V; strux=B209.KV1_VM21_V,,
B301.KV1_VMM21_V,301 KALLVATTEN meter KV1_VMM21_V,B301,KALLVATTEN,False,snowflake=B301.KV1_VM21_V; strux=B301.KV1_VM21_V,,
B302.KV1_VMM22_V,302 KALLVATTEN meter KV1_VMM22_V,B302,KALLVATTEN,False,snowflake=B302.KV1_VM22_V; strux=B302.KV1_VM22_V,,
B302.KV1_VMM23_V,302 KALLVATTEN meter KV1_VMM23_V,B302,KALLVATTEN,False,snowflake=B302.KV1_VM23_V; strux=B302.KV1_VM23_V,,2025-01-01
B302.KV1_VMM21_V, KALLVATTEN meter KV1_VMM21_V,,KALLVATTEN,False,snowflake=B302.KV1_VM21_V; strux=B302.KV1_VM21_V,,
B303.KV1_VMM21_V,303 KALLVATTEN meter KV1_VMM21_V,B303,KALLVATTEN,False,snowflake=B303.KV1_VM21_V; strux=B303.KV1_VM21_V,,
B304.KV1_VMM21_V,304 KALLVATTEN meter KV1_VMM21_V,B304,KALLVATTEN,False,snowflake=B304.KV1_VM21_V; strux=B304.KV1_VM21_V,,
B304.KV1_VMM22_V,304 KALLVATTEN meter KV1_VMM22_V,B304,KALLVATTEN,False,snowflake=B304.KV1_VM22_V; strux=B304.KV1_VM22_V,,
B304.KV1_VMM23_V,304 KALLVATTEN meter KV1_VMM23_V,B304,KALLVATTEN,False,snowflake=B304.KV1_VM23_V; strux=B304.KV1_VM23_V,,
B305.KV1_VMM22_V,305 KALLVATTEN meter KV1_VMM22_V,B305,KALLVATTEN,False,snowflake=B305.KV1_VM22_V; strux=B305.KV1_VM22_V,,
B305.KV1_VMM23_V,305 KALLVATTEN meter KV1_VMM23_V,B305,KALLVATTEN,False,snowflake=B305.KV1_VM23_V; strux=B305.KV1_VM23_V,,
B305.KV1_VMM21_V, KALLVATTEN meter KV1_VMM21_V,,KALLVATTEN,False,snowflake=B305.KV1_VM21_V; strux=B305.KV1_VM21_V,,
B307.KV1_VMM21_V,307 KALLVATTEN meter KV1_VMM21_V,B307,KALLVATTEN,False,snowflake=B307.KV1_VM21_V; strux=B307.KV1_VM21_V,,
B344.KV1_VMM21_V,344 KALLVATTEN meter KV1_VMM21_V,B344,KALLVATTEN,False,snowflake=B344.KV1_VM21_V; strux=B344.KV1_VM21_V,,
B342.KV1_VMM21_V,342 KALLVATTEN meter KV1_VMM21_V,B342,KALLVATTEN,False,snowflake=B342.KV1_VM21_V; strux=B342.KV1_VM21_V,,
B308.KV1_VMM21_V,308 KALLVATTEN meter KV1_VMM21_V,B308,KALLVATTEN,False,snowflake=B308.KV1_VM21_V; strux=B308.KV1_VM21_V,,
B308.KV1_VMM23_V,308 KALLVATTEN meter KV1_VMM23_V,B308,KALLVATTEN,False,snowflake=B308.KV1_VM23_V; strux=B308.KV1_VM23_V,,
B310.KV1_VMM23_V,310 KALLVATTEN meter KV1_VMM23_V,B310,KALLVATTEN,False,snowflake=B310.KV1_VM23_V; strux=B310.KV1_VM23_V,,
B310.KV1_VMM27_V,310 KALLVATTEN meter KV1_VMM27_V,B310,KALLVATTEN,False,snowflake=B310.KV1_VM27_V; strux=B310.KV1_VM27_V,,
B310.KV1_VMM20_V,310 KALLVATTEN meter KV1_VMM20_V,B310,KALLVATTEN,False,snowflake=B310.KV1_VM20_V; strux=B310.KV1_VM20_V,,
B310.KV1_VMM22_V,310 KALLVATTEN meter KV1_VMM22_V,B310,KALLVATTEN,False,snowflake=B310.KV1_VM22_V; strux=B310.KV1_VM22_V,,
B310.KV1_VMM21_V,310 KALLVATTEN meter KV1_VMM21_V,B310,KALLVATTEN,False,snowflake=B310.KV1_VM21_V; strux=B310.KV1_VM21_V,,
B315.KV1_VMM21_V,315 KALLVATTEN meter KV1_VMM21_V,B315,KALLVATTEN,False,snowflake=B315.KV1_VM21_V; strux=B315.KV1_VM21_V,,
B313.KV1_VMM22_V,313 KALLVATTEN meter KV1_VMM22_V,B313,KALLVATTEN,False,snowflake=B313.KV1_VM22_V; strux=B313.KV1_VM22_V,,
B314.KV1_VMM22_V,314 KALLVATTEN meter KV1_VMM22_V,B314,KALLVATTEN,False,snowflake=B314.KV1_VM22_V; strux=B314.KV1_VM22_V,2025-04-23,
B311.KV1_VMM26_V,311 KALLVATTEN meter KV1_VMM26_V,B311,KALLVATTEN,False,snowflake=B311.KV1_VM26_V; strux=B311.KV1_VM26_V,,
B317.KV1_VMM21_V,317 KALLVATTEN meter KV1_VMM21_V,B317,KALLVATTEN,False,snowflake=B317.KV1_VM21_V; strux=B317.KV1_VM21_V,,
B317.KV1_VMM22_V,317 KALLVATTEN meter KV1_VMM22_V,B317,KALLVATTEN,False,snowflake=B317.KV1_VM22_V; strux=B317.KV1_VM22_V,,
B317.KV1_VMM23_V,317 KALLVATTEN meter KV1_VMM23_V,B317,KALLVATTEN,False,snowflake=B317.KV1_VM23_V; strux=B317.KV1_VM23_V,,
B317.KV1_VMM25_V,317 KALLVATTEN meter KV1_VMM25_V,B317,KALLVATTEN,False,snowflake=B317.KV1_VM25_V; strux=B317.KV1_VM25_V,,
B311.KV1_VMM27_V, KALLVATTEN meter KV1_VMM27_V,,KALLVATTEN,False,snowflake=B311.KV1_VM27_V; strux=B311.KV1_VM27_V,,
B337.KV1_VMM21_V,337 KALLVATTEN meter KV1_VMM21_V,B337,KALLVATTEN,False,snowflake=B337.KV1_VM21_V; strux=B337.KV1_VM21_V,,
B381.KV1_VMM21_V,381 KALLVATTEN meter KV1_VMM21_V,B381,KALLVATTEN,False,snowflake=B381.KV1_VM21_V; strux=B381.KV1_VM21_V,,
B310.KV1_VMM24_V, KALLVATTEN meter KV1_VMM24_V,,KALLVATTEN,False,snowflake=B310.KV1_VM24_V; strux=B310.KV1_VM24_V,,
B313.KV1_VMM21_V,313 KALLVATTEN meter KV1_VMM21_V,B313,KALLVATTEN,False,snowflake=B313.KV1_VM21_V; strux=B313.KV1_VM21_V,,
B312.KV1_VMM21_V,312 KALLVATTEN meter KV1_VMM21_V,B312,KALLVATTEN,False,snowflake=B312.KV1_VM21_V; strux=B312.KV1_VM21_V,,
B314.KV1_VMM21_V,314 KALLVATTEN meter KV1_VMM21_V,B314,KALLVATTEN,False,snowflake=B314.KV1_VM21_V; strux=B314.KV1_VM21_V,,
B318.KV1_VMM21_V,318 KALLVATTEN meter KV1_VMM21_V,B318,KALLVATTEN,False,snowflake=B318.KV1_VM21_V; strux=B318.KV1_VM21_V,,
B353.KV1_VMM21_V,353 KALLVATTEN meter KV1_VMM21_V,B353,KALLVATTEN,False,snowflake=B353.KV1_VM21_V; strux=B353.KV1_VM21_V,,
B319.KV1_VMM21,319 KALLVATTEN meter KV1_VMM21,B319,KALLVATTEN,False,snowflake=B319.KV1_VM21; strux=B319.KV1_VM21,,
B325.KV1_VMM23_V,325 KALLVATTEN meter KV1_VMM23_V,B325,KALLVATTEN,False,snowflake=B325.KV1_VM23_V; strux=B325.KV1_VM23_V,,
B326.KV1_VMM21,326 KALLVATTEN meter KV1_VMM21,B326,KALLVATTEN,False,snowflake=B326.KV1_VM21; strux=B326.KV1_VM21,,
B327.KV1_VMM21_V,327 KALLVATTEN meter KV1_VMM21_V,B327,KALLVATTEN,False,snowflake=B327.KV1_VM21_V; strux=B327.KV1_VM21_V,,
B330.KV1_VMM23_V,330 KALLVATTEN meter KV1_VMM23_V,B330,KALLVATTEN,False,snowflake=B330.KV1_VM23_V; strux=B330.KV1_VM23_V,,
B334.KV1_VMM21,334 KALLVATTEN meter KV1_VMM21,B334,KALLVATTEN,False,snowflake=B334.KV1_VM21; strux=B334.KV1_VM21,,
B337.KV1_VMM22_V,337 KALLVATTEN meter KV1_VMM22_V,B337,KALLVATTEN,False,snowflake=B337.KV1_VM22_V; strux=B337.KV1_VM22_V,,
B339.KV1_VMM23_V,339 KALLVATTEN meter KV1_VMM23_V,B339,KALLVATTEN,False,snowflake=B339.KV1_VM23_V; strux=B339.KV1_VM23_V,,
B341.KV1_VMM21_V,341 KALLVATTEN meter KV1_VMM21_V,B341,KALLVATTEN,False,snowflake=B341.KV1_VM21_V; strux=B341.KV1_VM21_V,,
B385.KV1_VMM21_V,385 KALLVATTEN meter KV1_VMM21_V,B385,KALLVATTEN,False,snowflake=B385.KV1_VM21_V; strux=B385.KV1_VM21_V,,
B389.BRV1_VMM21,389 KALLVATTEN meter BRV1_VMM21,B389,KALLVATTEN,False,snowflake=B389.BRV1_VM21; strux=B389.BRV1_VM21,2025-03-05,
B392.KV1_VMM21,392 KALLVATTEN meter KV1_VMM21,B392,KALLVATTEN,False,snowflake=B392.KV1_VM21; strux=B392.KV1_VM21,,
B392.KV1_VMM22,392 KALLVATTEN meter KV1_VMM22,B392,KALLVATTEN,False,snowflake=B392.KV1_VM22; strux=B392.KV1_VM22,,
B420.KV1_VMM21_V,420 KALLVATTEN meter KV1_VMM21_V,B420,KALLVATTEN,False,snowflake=B420.KV1_VM21_V; strux=B420.KV1_VM21_V,,
