timeseries_id,timestamp,value,recorded_at
I1:h,2026-01-01 00:00:00,451437.361,
I1:h,2026-01-01 01:00:00,451561.472,
I1:h,2026-01-01 02:00:00,451684.695,
I1:h,2026-01-01 03:00:00,451804.085,
I1:h,2026-01-01 04:00:00,451927.258,
I1:h,2026-01-01 05:00:00,452060.66,
I1:h,2026-01-01 06:00:00,452206.068,
I1:h,2026-01-01 07:00:00,452368.23,
I1:h,2026-01-01 08:00:00,452532.972,
I1:h,2026-01-01 09:00:00,452699.478,
I1:h,2026-01-01 10:00:00,452869.376,
I1:h,2026-01-01 11:00:00,453036.378,
I1:h,2026-01-01 12:00:00,453192.117,
I1:h,2026-01-01 13:00:00,453343.229,
I1:h,2026-01-01 14:00:00,453496.934,
I1:h,2026-01-01 15:00:00,453635.002,
I1:h,2026-01-01 16:00:00,453773.414,
I1:h,2026-01-01 17:00:00,453898.558,
I1:h,2026-01-01 18:00:00,454020.59,
I1:h,2026-01-01 19:00:00,454140.643,
I1:h,2026-01-01 20:00:00,454264.12,
I1:h,2026-01-01 21:00:00,454385.255,
I1:h,2026-01-01 22:00:00,454506.565,
I1:h,2026-01-01 23:00:00,454632.534,
I1:h,2026-01-02 00:00:00,454754.769,
I1:h,2026-01-02 01:00:00,454885.793,
I1:h,2026-01-02 02:00:00,455007.363,
I1:h,2026-01-02 03:00:00,455136.334,
I1:h,2026-01-02 04:00:00,455264.372,
I1:h,2026-01-02 05:00:00,455394.274,
I1:h,2026-01-02 06:00:00,455538.746,
I1:h,2026-01-02 07:00:00,455696.337,
I1:h,2026-01-02 08:00:00,455844.93,
I1:h,2026-01-02 09:00:00,456006.008,
I1:h,2026-01-02 10:00:00,456176.402,
I1:h,2026-01-02 11:00:00,456340.228,
I1:h,2026-01-02 12:00:00,456498.424,
I1:h,2026-01-02 13:00:00,456655.678,
I1:h,2026-01-02 14:00:00,456803.889,
I1:h,2026-01-02 15:00:00,456938.111,
I1:h,2026-01-02 16:00:00,457068.363,
I1:h,2026-01-02 17:00:00,457192.897,
I1:h,2026-01-02 18:00:00,457313.769,
I1:h,2026-01-02 19:00:00,457439.241,
I1:h,2026-01-02 20:00:00,457565.226,
I1:h,2026-01-02 21:00:00,457685.506,
I1:h,2026-01-02 22:00:00,457808.163,
I1:h,2026-01-02 23:00:00,457934.542,
I1:h,2026-01-03 00:00:00,458021.696,
I1:h,2026-01-03 01:00:00,458106.516,
I1:h,2026-01-03 02:00:00,458188.013,
I1:h,2026-01-03 03:00:00,458274.606,
I1:h,2026-01-03 04:00:00,458356.863,
I1:h,2026-01-03 05:00:00,458442.76,
I1:h,2026-01-03 06:00:00,458533.938,
I1:h,2026-01-03 07:00:00,458623.261,
I1:h,2026-01-03 08:00:00,458715.798,
I1:h,2026-01-03 09:00:00,458813.242,
I1:h,2026-01-03 10:00:00,458912.063,
I1:h,2026-01-03 11:00:00,459008.824,
I1:h,2026-01-03 12:00:00,459103.819,
I1:h,2026-01-03 13:00:00,459192.34,
I1:h,2026-01-03 14:00:00,459284.67,
I1:h,2026-01-03 15:00:00,459375.422,
I1:h,2026-01-03 16:00:00,459460.458,
I1:h,2026-01-03 17:00:00,459548.742,
I1:h,2026-01-03 18:00:00,459629.58,
I1:h,2026-01-03 19:00:00,459717.36,
I1:h,2026-01-03 20:00:00,459803.222,
I1:h,2026-01-03 21:00:00,459892.796,
I1:h,2026-01-03 22:00:00,459973.952,
I1:h,2026-01-03 23:00:00,460057.535,
I1:h,2026-01-04 00:00:00,460138.977,
I1:h,2026-01-04 01:00:00,460224.674,
I1:h,2026-01-04 02:00:00,460307.129,
I1:h,2026-01-04 03:00:00,460394.531,
I1:h,2026-01-04 04:00:00,460476.095,
I1:h,2026-01-04 05:00:00,460560.211,
I1:h,2026-01-04 06:00:00,460646.481,
I1:h,2026-01-04 07:00:00,460736.073,
I1:h,2026-01-04 08:00:00,460826.302,
I1:h,2026-01-04 09:00:00,460917.977,
I1:h,2026-01-04 10:00:00,461014.249,
I1:h,2026-01-04 11:00:00,461105.874,
I1:h,2026-01-04 12:00:00,461199.116,
I1:h,2026-01-04 13:00:00,461293.059,
I1:h,2026-01-04 14:00:00,461382.127,
I1:h,2026-01-04 15:00:00,461472.436,
I1:h,2026-01-04 16:00:00,461557.66,
I1:h,2026-01-04 17:00:00,461644.285,
I1:h,2026-01-04 18:00:00,461730.201,
I1:h,2026-01-04 19:00:00,461815.49,
I1:h,2026-01-04 20:00:00,461901.492,
I1:h,2026-01-04 21:00:00,461989.33,
I1:h,2026-01-04 22:00:00,462074.208,
I1:h,2026-01-04 23:00:00,462155.011,
I1:h,2026-01-05 00:00:00,462277.74,
I1:h,2026-01-05 01:00:00,462400.815,
I1:h,2026-01-05 02:00:00,462533.242,
I1:h,2026-01-05 03:00:00,462655.316,
I1:h,2026-01-05 04:00:00,462785.184,
I1:h,2026-01-05 05:00:00,462918.837,
I1:h,2026-01-05 06:00:00,463061.08,
I1:h,2026-01-05 07:00:00,463217.035,
I1:h,2026-01-05 08:00:00,463378.138,
I1:h,2026-01-05 09:00:00,463549.93,
I1:h,2026-01-05 10:00:00,463710.461,
I1:h,2026-01-05 11:00:00,463880.282,
I1:h,2026-01-05 12:00:00,464043.017,
I1:h,2026-01-05 13:00:00,464200.928,
I1:h,2026-01-05 14:00:00,464349.116,
I1:h,2026-01-05 15:00:00,464488.326,
I1:h,2026-01-05 16:00:00,464614.369,
I1:h,2026-01-05 17:00:00,464736.523,
I1:h,2026-01-05 18:00:00,464861.897,
I1:h,2026-01-05 19:00:00,464984.353,
I1:h,2026-01-05 20:00:00,465111.624,
I1:h,2026-01-05 21:00:00,465239.236,
I1:h,2026-01-05 22:00:00,465361.76,
I1:h,2026-01-05 23:00:00,465487.99,
I1:h,2026-01-06 00:00:00,465603.928,
I1:h,2026-01-06 01:00:00,465728.219,
I1:h,2026-01-06 02:00:00,465849.213,
I1:h,2026-01-06 03:00:00,465971.527,
I1:h,2026-01-06 04:00:00,466096.077,
I1:h,2026-01-06 05:00:00,466228.477,
I1:h,2026-01-06 06:00:00,466378.674,
I1:h,2026-01-06 07:00:00,466531.618,
I1:h,2026-01-06 08:00:00,466690.723,
I1:h,2026-01-06 09:00:00,466854.799,
I1:h,2026-01-06 10:00:00,467014.886,
I1:h,2026-01-06 11:00:00,467172.315,
I1:h,2026-01-06 12:00:00,467331.486,
I1:h,2026-01-06 13:00:00,467487.064,
I1:h,2026-01-06 14:00:00,467628.284,
I1:h,2026-01-06 15:00:00,467764.106,
I1:h,2026-01-06 16:00:00,467893.244,
I1:h,2026-01-06 17:00:00,468016.808,
I1:h,2026-01-06 18:00:00,468139.505,
I1:h,2026-01-06 19:00:00,468268.95,
I1:h,2026-01-06 20:00:00,468397.933,
I1:h,2026-01-06 21:00:00,468520.256,
I1:h,2026-01-06 22:00:00,468639.813,
I1:h,2026-01-06 23:00:00,468766.879,
I1:h,2026-01-07 00:00:00,468893.229,
I1:h,2026-01-07 01:00:00,469020.766,
I1:h,2026-01-07 02:00:00,469147.956,
I1:h,2026-01-07 03:00:00,469273.997,
I1:h,2026-01-07 04:00:00,469400.538,
I1:h,2026-01-07 05:00:00,469531.134,
I1:h,2026-01-07 06:00:00,469665.789,
I1:h,2026-01-07 07:00:00,469821.713,
I1:h,2026-01-07 08:00:00,469981.78,
I1:h,2026-01-07 09:00:00,470148.172,
I1:h,2026-01-07 10:00:00,470314.409,
I1:h,2026-01-07 11:00:00,470484.704,
I1:h,2026-01-07 12:00:00,470637.219,
I1:h,2026-01-07 13:00:00,470793.018,
I1:h,2026-01-07 14:00:00,470939.234,
I1:h,2026-01-07 15:00:00,471068.92,
I1:h,2026-01-07 16:00:00,471195.578,
I1:h,2026-01-07 17:00:00,471317.873,
I1:h,2026-01-07 18:00:00,471441.152,
I1:h,2026-01-07 19:00:00,471564.17,
I1:h,2026-01-07 20:00:00,471687.675,
I1:h,2026-01-07 21:00:00,471811.907,
I1:h,2026-01-07 22:00:00,471934.398,
I1:h,2026-01-07 23:00:00,472059.483,
I1:h,2026-01-08 00:00:00,472185.802,
I1:h,2026-01-08 01:00:00,472309.232,
I1:h,2026-01-08 02:00:00,472431.783,
I1:h,2026-01-08 03:00:00,472559.236,
I1:h,2026-01-08 04:00:00,472689.542,
I1:h,2026-01-08 05:00:00,472828.481,
I1:h,2026-01-08 06:00:00,472968.951,
I1:h,2026-01-08 07:00:00,473123.162,
I1:h,2026-01-08 08:00:00,473280.557,
I1:h,2026-01-08 09:00:00,473443.913,
I1:h,2026-01-08 10:00:00,473608.973,
I1:h,2026-01-08 11:00:00,473772.868,
I1:h,2026-01-08 12:00:00,473936.159,
I1:h,2026-01-08 13:00:00,474093.647,
I1:h,2026-01-08 14:00:00,474240.572,
I1:h,2026-01-08 15:00:00,474369.715,
I1:h,2026-01-08 16:00:00,474502.462,
I1:h,2026-01-08 17:00:00,474626.816,
I1:h,2026-01-08 18:00:00,474749.669,
I1:h,2026-01-08 19:00:00,474874.853,
I1:h,2026-01-08 20:00:00,475004.293,
I1:h,2026-01-08 21:00:00,475128.924,
I1:h,2026-01-08 22:00:00,475248.095,
I1:h,2026-01-08 23:00:00,475371.242,
I1:h,2026-01-09 00:00:00,475491.285,
I1:h,2026-01-09 01:00:00,475611.584,
I1:h,2026-01-09 02:00:00,475732.465,
I1:h,2026-01-09 03:00:00,475854.602,
I1:h,2026-01-09 04:00:00,475979.16,
I1:h,2026-01-09 05:00:00,476117.098,
I1:h,2026-01-09 06:00:00,476260.297,
I1:h,2026-01-09 07:00:00,476422.145,
I1:h,2026-01-09 08:00:00,476590.243,
I1:h,2026-01-09 09:00:00,476754.522,
I1:h,2026-01-09 10:00:00,476922.567,
I1:h,2026-01-09 11:00:00,477080.218,
I1:h,2026-01-09 12:00:00,477240.391,
I1:h,2026-01-09 13:00:00,477398.135,
I1:h,2026-01-09 14:00:00,477539.274,
I1:h,2026-01-09 15:00:00,477675.895,
I1:h,2026-01-09 16:00:00,477799.228,
I1:h,2026-01-09 17:00:00,477928.271,
I1:h,2026-01-09 18:00:00,478055.751,
I1:h,2026-01-09 19:00:00,478172.236,
I1:h,2026-01-09 20:00:00,478292.629,
I1:h,2026-01-09 21:00:00,478417.862,
I1:h,2026-01-09 22:00:00,478535.167,
I1:h,2026-01-09 23:00:00,478660.2,
I1:h,2026-01-10 00:00:00,478745.019,
I1:h,2026-01-10 01:00:00,478828.26,
I1:h,2026-01-10 02:00:00,478915.313,
I1:h,2026-01-10 03:00:00,478995.882,
I1:h,2026-01-10 04:00:00,479082.092,
