timeseries_id,timestamp,value,recorded_at
I1:h,2026-01-01 00:00:00,451392.386,
I1:h,2026-01-01 01:00:00,451468.338,
I1:h,2026-01-01 02:00:00,451544.324,
I1:h,2026-01-01 03:00:00,451619.084,
I1:h,2026-01-01 04:00:00,451702.458,
I1:h,2026-01-01 05:00:00,451786.43,
I1:h,2026-01-01 06:00:00,451872.667,
I1:h,2026-01-01 07:00:00,451978.969,
I1:h,2026-01-01 08:00:00,452090.556,
I1:h,2026-01-01 09:00:00,452207.046,
I1:h,2026-01-01 10:00:00,452321.441,
I1:h,2026-01-01 11:00:00,452431.948,
I1:h,2026-01-01 12:00:00,452540.131,
I1:h,2026-01-01 13:00:00,452638.545,
I1:h,2026-01-01 14:00:00,452736.651,
I1:h,2026-01-01 15:00:00,452824.068,
I1:h,2026-01-01 16:00:00,452898.088,
I1:h,2026-01-01 17:00:00,452975.439,
I1:h,2026-01-01 18:00:00,453046.919,
I1:h,2026-01-01 19:00:00,453119.622,
I1:h,2026-01-01 20:00:00,453193.817,
I1:h,2026-01-01 21:00:00,453266.317,
I1:h,2026-01-01 22:00:00,453339.868,
I1:h,2026-01-01 23:00:00,453418.274,
I1:h,2026-01-02 00:00:00,453492.848,
I1:h,2026-01-02 01:00:00,453570.735,
I1:h,2026-01-02 02:00:00,453646.934,
I1:h,2026-01-02 03:00:00,453724.195,
I1:h,2026-01-02 04:00:00,453800.759,
I1:h,2026-01-02 05:00:00,453883.784,
I1:h,2026-01-02 06:00:00,453976.345,
I1:h,2026-01-02 07:00:00,454074.832,
I1:h,2026-01-02 08:00:00,454174.603,
I1:h,2026-01-02 09:00:00,454279.831,
I1:h,2026-01-02 10:00:00,454393.763,
I1:h,2026-01-02 11:00:00,454505.15,
I1:h,2026-01-02 12:00:00,454613.723,
I1:h,2026-01-02 13:00:00,454717.233,
I1:h,2026-01-02 14:00:00,454809.934,
I1:h,2026-01-02 15:00:00,454895.697,
I1:h,2026-01-02 16:00:00,454972.313,
I1:h,2026-01-02 17:00:00,455047.063,
I1:h,2026-01-02 18:00:00,455120.41,
I1:h,2026-01-02 19:00:00,455192.603,
I1:h,2026-01-02 20:00:00,455270.629,
I1:h,2026-01-02 21:00:00,455346.974,
I1:h,2026-01-02 22:00:00,455422.181,
I1:h,2026-01-02 23:00:00,455494.157,
I1:h,2026-01-03 00:00:00,455541.288,
I1:h,2026-01-03 01:00:00,455588.391,
I1:h,2026-01-03 02:00:00,455635.475,
I1:h,2026-01-03 03:00:00,455685.749,
I1:h,2026-01-03 04:00:00,455727.533,
I1:h,2026-01-03 05:00:00,455776.051,
I1:h,2026-01-03 06:00:00,455826.304,
I1:h,2026-01-03 07:00:00,455875.022,
I1:h,2026-01-03 08:00:00,455928.593,
I1:h,2026-01-03 09:00:00,455982.521,
I1:h,2026-01-03 10:00:00,456039.812,
I1:h,2026-01-03 11:00:00,456095.305,
I1:h,2026-01-03 12:00:00,456146.925,
I1:h,2026-01-03 13:00:00,456197.516,
I1:h,2026-01-03 14:00:00,456249.757,
I1:h,2026-01-03 15:00:00,456298.756,
I1:h,2026-01-03 16:00:00,456343.944,
I1:h,2026-01-03 17:00:00,456391.149,
I1:h,2026-01-03 18:00:00,456438.349,
I1:h,2026-01-03 19:00:00,456485.537,
I1:h,2026-01-03 20:00:00,456535.286,
I1:h,2026-01-03 21:00:00,456584.452,
I1:h,2026-01-03 22:00:00,456628.648,
I1:h,2026-01-03 23:00:00,456674.754,
I1:h,2026-01-04 00:00:00,456721.202,
I1:h,2026-01-04 01:00:00,456767.277,
I1:h,2026-01-04 02:00:00,456813.476,
I1:h,2026-01-04 03:00:00,456862.154,
I1:h,2026-01-04 04:00:00,456905.984,
I1:h,2026-01-04 05:00:00,456954.804,
I1:h,2026-01-04 06:00:00,457002.574,
I1:h,2026-01-04 07:00:00,457052.967,
I1:h,2026-01-04 08:00:00,457105.358,
I1:h,2026-01-04 09:00:00,457158.585,
I1:h,2026-01-04 10:00:00,457212.233,
I1:h,2026-01-04 11:00:00,457266.182,
I1:h,2026-01-04 12:00:00,457321.306,
I1:h,2026-01-04 13:00:00,457373.294,
I1:h,2026-01-04 14:00:00,457423.421,
I1:h,2026-01-04 15:00:00,457472.46,
I1:h,2026-01-04 16:00:00,457518.905,
I1:h,2026-01-04 17:00:00,457567.678,
I1:h,2026-01-04 18:00:00,457613.963,
I1:h,2026-01-04 19:00:00,457659.993,
I1:h,2026-01-04 20:00:00,457707.492,
I1:h,2026-01-04 21:00:00,457755.769,
I1:h,2026-01-04 22:00:00,457803.154,
I1:h,2026-01-04 23:00:00,457850.312,
I1:h,2026-01-05 00:00:00,457927.843,
I1:h,2026-01-05 01:00:00,458003.751,
I1:h,2026-01-05 02:00:00,458084.388,
I1:h,2026-01-05 03:00:00,458157.226,
I1:h,2026-01-05 04:00:00,458238.675,
I1:h,2026-01-05 05:00:00,458320.077,
I1:h,2026-01-05 06:00:00,458412.273,
I1:h,2026-01-05 07:00:00,458517.934,
I1:h,2026-01-05 08:00:00,458625.017,
I1:h,2026-01-05 09:00:00,458743.551,
I1:h,2026-01-05 10:00:00,458850.111,
I1:h,2026-01-05 11:00:00,458966.235,
I1:h,2026-01-05 12:00:00,459073.616,
I1:h,2026-01-05 13:00:00,459178.333,
I1:h,2026-01-05 14:00:00,459274.373,
I1:h,2026-01-05 15:00:00,459355.206,
I1:h,2026-01-05 16:00:00,459433.036,
I1:h,2026-01-05 17:00:00,459506.084,
I1:h,2026-01-05 18:00:00,459585.346,
I1:h,2026-01-05 19:00:00,459659.202,
I1:h,2026-01-05 20:00:00,459739.705,
I1:h,2026-01-05 21:00:00,459812.55,
I1:h,2026-01-05 22:00:00,459886.186,
I1:h,2026-01-05 23:00:00,459961.889,
I1:h,2026-01-06 00:00:00,460033.192,
I1:h,2026-01-06 01:00:00,460110.735,
I1:h,2026-01-06 02:00:00,460184.92,
I1:h,2026-01-06 03:00:00,460260.499,
I1:h,2026-01-06 04:00:00,460336.234,
I1:h,2026-01-06 05:00:00,460417.849,
I1:h,2026-01-06 06:00:00,460518.03,
I1:h,2026-01-06 07:00:00,460616.527,
I1:h,2026-01-06 08:00:00,460725.542,
I1:h,2026-01-06 09:00:00,460834.044,
I1:h,2026-01-06 10:00:00,460946.567,
I1:h,2026-01-06 11:00:00,461051.484,
I1:h,2026-01-06 12:00:00,461156.517,
I1:h,2026-01-06 13:00:00,461263.054,
I1:h,2026-01-06 14:00:00,461356.967,
I1:h,2026-01-06 15:00:00,461443.468,
I1:h,2026-01-06 16:00:00,461518.855,
I1:h,2026-01-06 17:00:00,461593.219,
I1:h,2026-01-06 18:00:00,461666.526,
I1:h,2026-01-06 19:00:00,461743.702,
I1:h,2026-01-06 20:00:00,461822.185,
I1:h,2026-01-06 21:00:00,461897.173,
I1:h,2026-01-06 22:00:00,461972.485,
I1:h,2026-01-06 23:00:00,462046.88,
I1:h,2026-01-07 00:00:00,462124.777,
I1:h,2026-01-07 01:00:00,462202.532,
I1:h,2026-01-07 02:00:00,462274.408,
I1:h,2026-01-07 03:00:00,462347.342,
I1:h,2026-01-07 04:00:00,462420.974,
I1:h,2026-01-07 05:00:00,462506.341,
I1:h,2026-01-07 06:00:00,462590.245,
I1:h,2026-01-07 07:00:00,462690.587,
I1:h,2026-01-07 08:00:00,462800.68,
I1:h,2026-01-07 09:00:00,462913.17,
I1:h,2026-01-07 10:00:00,463024.097,
I1:h,2026-01-07 11:00:00,463137.573,
I1:h,2026-01-07 12:00:00,463243.203,
I1:h,2026-01-07 13:00:00,463344.896,
I1:h,2026-01-07 14:00:00,463440.898,
I1:h,2026-01-07 15:00:00,463523.658,
I1:h,2026-01-07 16:00:00,463596.441,
I1:h,2026-01-07 17:00:00,463666.501,
I1:h,2026-01-07 18:00:00,463742.251,
I1:h,2026-01-07 19:00:00,463818.473,
I1:h,2026-01-07 20:00:00,463896.211,
I1:h,2026-01-07 21:00:00,463974.49,
I1:h,2026-01-07 22:00:00,464049.55,
I1:h,2026-01-07 23:00:00,464123.848,
I1:h,2026-01-08 00:00:00,464201.214,
I1:h,2026-01-08 01:00:00,464275.55,
I1:h,2026-01-08 02:00:00,464350.584,
I1:h,2026-01-08 03:00:00,464424.714,
I1:h,2026-01-08 04:00:00,464498.018,
I1:h,2026-01-08 05:00:00,464584.862,
I1:h,2026-01-08 06:00:00,464677.916,
I1:h,2026-01-08 07:00:00,464781.577,
I1:h,2026-01-08 08:00:00,464881.926,
I1:h,2026-01-08 09:00:00,464992.092,
I1:h,2026-01-08 10:00:00,465106.581,
I1:h,2026-01-08 11:00:00,465213.999,
I1:h,2026-01-08 12:00:00,465319.482,
I1:h,2026-01-08 13:00:00,465421.069,
I1:h,2026-01-08 14:00:00,465521.906,
I1:h,2026-01-08 15:00:00,465600.324,
I1:h,2026-01-08 16:00:00,465676.724,
I1:h,2026-01-08 17:00:00,465751.843,
I1:h,2026-01-08 18:00:00,465825.072,
I1:h,2026-01-08 19:00:00,465897.514,
I1:h,2026-01-08 20:00:00,465974.31,
I1:h,2026-01-08 21:00:00,466046.01,
I1:h,2026-01-08 22:00:00,466117.954,
I1:h,2026-01-08 23:00:00,466191.295,
I1:h,2026-01-09 00:00:00,466264.933,
I1:h,2026-01-09 01:00:00,466339.215,
I1:h,2026-01-09 02:00:00,466413.986,
I1:h,2026-01-09 03:00:00,466486.627,
I1:h,2026-01-09 04:00:00,466561.28,
I1:h,2026-01-09 05:00:00,466644.532,
I1:h,2026-01-09 06:00:00,466738.264,
I1:h,2026-01-09 07:00:00,466845.024,
I1:h,2026-01-09 08:00:00,466954.469,
I1:h,2026-01-09 09:00:00,467065.635,
I1:h,2026-01-09 10:00:00,467181.0,
I1:h,2026-01-09 11:00:00,467287.767,
I1:h,2026-01-09 12:00:00,467397.754,
I1:h,2026-01-09 13:00:00,467503.189,
I1:h,2026-01-09 14:00:00,467595.456,
I1:h,2026-01-09 15:00:00,467680.013,
I1:h,2026-01-09 16:00:00,467753.859,
I1:h,2026-01-09 17:00:00,467834.788,
I1:h,2026-01-09 18:00:00,467913.155,
I1:h,2026-01-09 19:00:00,467981.349,
I1:h,2026-01-09 20:00:00,468050.009,
I1:h,2026-01-09 21:00:00,468122.671,
I1:h,2026-01-09 22:00:00,468196.618,
I1:h,2026-01-09 23:00:00,468277.07,
I1:h,2026-01-10 00:00:00,468321.755,
I1:h,2026-01-10 01:00:00,468366.028,
I1:h,2026-01-10 02:00:00,468408.936,
I1:h,2026-01-10 03:00:00,468450.315,
I1:h,2026-01-10 04:00:00,468497.721,
I1:h,2026-01-10 05:00:00,468544.788,
I1:h,2026-01-10 06:00:00,468593.962,
I1:h,2026-01-10 07:00:00,468645.023,
I1:h,2026-01-10 08:00:00,468695.824,
I1:h,2026-01-10 09:00:00,468747.492,
I1:h,2026-01-10 10:00:00,468801.047,
I1:h,2026-01-10 11:00:00,468854.911,
I1:h,2026-01-10 12:00:00,468906.32,
I1:h,2026-01-10 13:00:00,468956.066,
I1:h,2026-01-10 14:00:00,469003.543,
I1:h,2026-01-10 15:00:00,469053.801,
I1:h,2026-01-10 16:00:00,469101.645,
I1:h,2026-01-10 17:00:00,469147.088,
I1:h,2026-01-10 18:00:00,469187.395,
I1:h,2026-01-10 19:00:00,469234.751,
I1:h,2026-01-10 20:00:00,469280.626,
I1:h,2026-01-10 21:00:00,469328.289,
I1:h,2026-01-10 22:00:00,469371.447,
I1:h,2026-01-10 23:00:00,469414.264,
I1:h,2026-01-11 00:00:00,469458.341,
I1:h,2026-01-11 01:00:00,469501.206,
I1:h,2026-01-11 02:00:00,469544.422,
I1:h,2026-01-11 03:00:00,469589.002,
I1:h,2026-01-11 04:00:00,469635.425,
I1:h,2026-01-11 05:00:00,469683.487,
I1:h,2026-01-11 06:00:00,469733.56,
I1:h,2026-01-11 07:00:00,469785.18,
I1:h,2026-01-11 08:00:00,469838.462,
I1:h,2026-01-11 09:00:00,469888.583,
I1:h,2026-01-11 10:00:00,469941.424,
I1:h,2026-01-11 11:00:00,469994.148,
I1:h,2026-01-11 12:00:00,470048.999,
I1:h,2026-01-11 13:00:00,470097.428,
I1:h,2026-01-11 14:00:00,470144.953,
I1:h,2026-01-11 15:00:00,470191.345,
I1:h,2026-01-11 16:00:00,470239.569,
I1:h,2026-01-11 17:00:00,470285.874,
I1:h,2026-01-11 18:00:00,470329.741,
I1:h,2026-01-11 19:00:00,470373.857,
I1:h,2026-01-11 20:00:00,470419.522,
I1:h,2026-01-11 21:00:00,470465.111,
I1:h,2026-01-11 22:00:00,470508.1,
I1:h,2026-01-11 23:00:00,470552.619,
I1:h,2026-01-12 00:00:00,470632.751,
I1:h,2026-01-12 01:00:00,470708.144,
I1:h,2026-01-12 02:00:00,470781.61,
I1:h,2026-01-12 03:00:00,470855.071,
I1:h,2026-01-12 04:00:00,470928.281,
I1:h,2026-01-12 05:00:00,471008.446,
I1:h,2026-01-12 06:00:00,471095.316,
I1:h,2026-01-12 07:00:00,471187.94,
I1:h,2026-01-12 08:00:00,471297.915,
I1:h,2026-01-12 09:00:00,471411.964,
I1:h,2026-01-12 10:00:00,471533.262,
I1:h,2026-01-12 11:00:00,471640.791,
I1:h,2026-01-12 12:00:00,471746.64,
I1:h,2026-01-12 13:00:00,471846.083,
I1:h,2026-01-12 14:00:00,471942.592,
I1:h,2026-01-12 15:00:00,472027.563,
I1:h,2026-01-12 16:00:00,472102.3,
I1:h,2026-01-12 17:00:00,472171.82,
I1:h,2026-01-12 18:00:00,472247.431,
I1:h,2026-01-12 19:00:00,472321.993,
I1:h,2026-01-12 20:00:00,472395.811,
I1:h,2026-01-12 21:00:00,472467.189,
I1:h,2026-01-12 22:00:00,472540.478,
I1:h,2026-01-12 23:00:00,472611.35,
I1:h,2026-01-13 00:00:00,472688.733,
I1:h,2026-01-13 01:00:00,472760.835,
I1:h,2026-01-13 02:00:00,472833.309,
